Locationabbr,Locationdesc,Class,Topic,Question,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,GeoLocation
VT,Vermont,Demographics,Sex,Gender of respondent,Female,"3,589",51.2,49.7,52.7,"2,054",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,835,11.9,11,12.8,"2,097",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,"5,621",88.1,87.2,89,"2,098",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,543,9.1,8.2,10,320,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"5,916",90.9,90,91.8,321,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,"6,115",93.3,92.5,94.1,161,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,338,6.7,5.9,7.5,162,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"4,511",67.6,66.2,69.1,366,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,"1,017",16.8,15.7,18,367,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,501,8.7,7.8,9.5,368,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,347,6.2,5.5,7,369,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,36,0.6,0.4,0.9,370,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","5,458",81.4,80.2,82.6,251,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,314,5.3,4.5,6,252,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,674,13.3,12.2,14.4,253,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"4,246",91.6,90.6,92.6,207,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,328,8.4,7.4,9.4,208,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"5,658",88.3,87.4,89.2,115,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,800,11.7,10.8,12.6,116,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Overall Health,How is your general health?,Excellent,"1,433",20.9,19.7,22.1,1,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Overall Health,How is your general health?,Very good,"2,469",38.8,37.4,40.3,2,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Overall Health,How is your general health?,Good,"1,756",28.6,27.2,29.9,3,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Overall Health,How is your general health?,Fair,594,8.7,7.9,9.5,4,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Health Status,Overall Health,How is your general health?,Poor,206,3,2.5,3.5,5,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,"1,777",31.2,29.8,32.7,"3,616",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,"4,117",68.8,67.4,70.2,"3,617",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,105",62.8,60.2,65.5,"3,011",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,636,37.2,34.5,39.8,"3,012",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"1,173",72.4,70,74.9,"3,048",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,481,27.6,25.1,30,"3,049",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,Yes,"1,229",30,28.4,31.7,"3,086",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,No,"2,621",70,68.3,71.6,"3,087",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,90,2.8,2.1,3.4,"3,172",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,"3,880",97.3,96.6,97.9,"3,173",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"5,277",84.1,82.9,85.3,"3,126",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,836,15.9,14.7,17.1,"3,127",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,261,16.9,14.8,19.1,"1,155",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"1,494",83.1,80.9,85.2,"1,156",%,"(43.62538123900049, -72.51764079099962)"
VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,525,4,3.5,4.4,572,%,"(37.54268067400045, -78.45789046299967)"
VT,Vermont,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"4,741",72.2,70.9,73.5,"1,191",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"1,684",27.8,26.5,29.1,"1,192",%,"(43.62538123900049, -72.51764079099962)"
VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,"8,877",96,95.6,96.5,573,%,"(37.54268067400045, -78.45789046299967)"
VT,Vermont,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"2,943",42.2,40.8,43.6,"1,109",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"3,419",57.8,56.4,59.2,"1,110",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"1,516",24.8,23.5,26.1,"2,582",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,176",35.4,34,36.9,"2,581",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"2,273",38,36.5,39.5,"2,580",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),103,1.8,1.4,2.3,"2,579",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"5,226",81,79.9,82.2,478,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"1,232",19,17.9,20.1,479,%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,713,32.6,30.3,34.9,"3,418",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,"1,265",67.4,65.1,69.7,"3,419",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,867,16.4,15.2,17.6,"2,669",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"5,301",83.6,82.4,84.8,"2,670",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,79,1.7,1.3,2.2,"2,807",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,68,1.7,1.2,2.1,"2,808",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"6,041",96.6,95.9,97.2,"2,809",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,621,11.7,10.7,12.8,"2,715",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,246,4.7,4,5.4,"2,716",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"2,113",31.1,29.7,32.4,"2,717",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"3,188",52.5,51,54,"2,718",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,411",78.9,76.7,81.1,"3,294",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,368,21.2,19,23.4,"3,295",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,658",77.6,75.6,79.7,"3,256",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,481,22.4,20.3,24.4,"3,257",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,993",74.1,72.2,76,"3,216",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,679,25.9,24,27.8,"3,217",%,"(43.62538123900049, -72.51764079099962)"
VA,Virginia,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,536,4.2,3.7,4.6,527,%,"(37.54268067400045, -78.45789046299967)"
VT,Vermont,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,"2,108",76,73.8,78.2,"3,332",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,592,24,21.9,26.2,"3,333",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,760",85.8,84,87.7,"3,376",%,"(43.62538123900049, -72.51764079099962)"
VT,Vermont,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,278,14.2,12.3,16,"3,377",%,"(43.62538123900049, -72.51764079099962)"
VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"4,491",51.7,50.3,53.1,"2,912",%,"(37.54268067400045, -78.45789046299967)"
VA,Virginia,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,"4,552",48.3,46.9,49.7,"2,913",%,"(37.54268067400045, -78.45789046299967)"
